accordance,achieved,achieving,action,actions,active,activities,activity,address,addresses,agenda,agreement,agreements,agriculture,aid,amount,amounts,applicant,applicants,application,applications,architecture,area,areas,article,articles,aspects,associations,automatic,award,bank,behaviour,beneficiaries,beneficiary,bodies,body,budget,budgetary,building,buildings,call,calls,cancer,capital,case,cases,centre,centres,commission,companies,company,condition,conditions,confidentiality,confirm,consumption,contact,contacts,content,contents,contract,contracts,contribution,contributions,core,cost,costs,council,countries,country,covering,creation,criteria,culture,data,date,dates,deal,decision,decisions,demand,demonstration,description,developing,development,developments,duration,dynamics,economies,economy,educational,effect,effects,eligible,emerging,energy,engagement,engineering,enhancing,enterprises,environment,environments,establishment,establishments,ethical,evaluation,evaluations,expenditure,expenditures,extent,facilities,factors,field,fields,finances,financing,formal,foundation,foundations,framework,full,fund,funding,funds,general,goals,governance,governmental,grant,grants,group,groups,guideline,guidelines,health,hearings,humanities,hydrogen,impact,impacts,implementation,including,increase,increasing,indicative,individual,individuals,industries,industry,information,infrastructure,infrastructures,innovation,innovations,institution,institutions,instrument,instruments,interaction,interactions,interest,interests,interim,investment,involve,issue,issues,key,knowledge,laboratory,law,leadership,length,life,line,manufacturing,maximum,medium,member,members,message,modelling,national,negotiation,negotiations,notice,notification,number,numbers,objective,objectives,obligations,open,organisation,organisations,organization,organizations,outcome,outcomes,parliament,participant,participants,parties,partner,partners,parts,party,payment,payments,percentage,performance,person,personal,persons,place,plan,planning,plans,play,point,points,priorities,priority,procurement,production,program,programme,programmes,programs,project,projects,promoter,promoters,promotion,proposal,proposals,protection,provision,provisions,public,publication,put,rate,rates,reader,reference,regard,relevance,repair,reporting,request,requests,requirements,result,results,return,review,rule,rules,scale,scales,scheme,schemes,science,sciences,scope,score,scores,screening,section,sections,sector,sectors,security,service,services,set,simulation,situation,situations,social,societal,societies,society,specific,staff,stem,storage,strengthening,strong,subject,submission,submit,success,sum,sums,support,supports,sustainable,synergies,taking,technological,technologies,technology,theme,themes,topic,topics,transfer,transnational,transport,treaty,union,user,users,values,view,views,vision,ways,welfare,world,writing,@@class@@
0,0,0,0.586,0.648,1.403,0,0,0,0,0,0,0,0,0,0,0,1.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0.47,0.932,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,1.576,0.956,0,0,0,0,0,0,0,0,0,0.501,0.775,0,0,0,1.204,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,2.699,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0,0.765,1.19,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,1.604,0,0,0,0,0,1.741,0.84,0,0.55,0,0,0,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331,0,0,0,0,0,0,0,0.277,0,0,0.255,0.35,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.586,0.648,1.403,0,0,0,0,0,0,0,0,0,0,0,1.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0.47,0.932,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,1.576,0.956,0,0,0,0,0,0,0,0,0,0.501,0.775,0,0,0,1.204,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,2.699,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0.358,0,0,0,0,0,0,0.765,1.19,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,1.604,0,0,0,0,0,1.741,0.84,0,0.55,0,0,0,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331,0,0,0,0,0,0,0,0.277,0,0,0.255,0.35,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.571,0,1.365,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0.978,0,0,0,0,0,1.053,0,0,0,0,0,0,0,0.458,0.907,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,1.534,0.931,0,0,0,0,0,0,0,0.739,0,0.487,0,1.326,0,0,1.172,0,0,0,0,0,0,0,0,1.053,0,0,0,1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0.954,1.334,0,0,0,0,0,1.715,0.96,0,0,0,0,0,0,0,0.557,0,0,1.561,0,0,0,0.99,0.781,0,0,0,0.535,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,0,0,0,0,0,0,0,0.27,0,0,0.248,0.341,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,1.072,0.585,0,0,0,0,0,0,0,0,0,0,0,0.38,2.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0,2.168,1.053,0,0,0,0,0,0,3
0,0,0,0.571,0,1.365,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0.978,0,0,0,0,0,1.053,0,0,0,0,0,0,0,0.458,0.907,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,1.534,0.931,0,0,0,0,0,0,0,0.739,0,0.487,0,1.326,0,0,1.172,0,0,0,0,0,0,0,0,1.053,0,0,0,1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0.954,1.334,0,0,0,0,0,1.715,0.96,0,0,0,0,0,0,0,0.557,0,0,1.561,0,0,0,0.99,0.781,0,0,0,0.535,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,0,0,0,0,0,0,0,0.27,0,0,0.248,0.341,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,1.072,0.585,0,0,0,0,0,0,0,0,0,0,0,0.38,2.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0,2.168,1.053,0,0,0,0,0,0,3
0,0,0,0.571,0,1.365,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,0,0,0.978,0,0,0,0,0,1.053,0,0,0,0,0,0,0,0.458,0.907,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,1.534,0.931,0,0,0,0,0,0,0,0.739,0,0.487,0,1.326,0,0,1.172,0,0,0,0,0,0,0,0,1.053,0,0,0,1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,0,0,0,0,0,0.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,1.009,0,0,0,0,0,0.954,1.334,0,0,0,0,0,1.715,0.96,0,0,0,0,0,0,0,0.557,0,0,1.561,0,0,0,0.99,0.781,0,0,0,0.535,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,0,0,0,0,0,0,0,0.27,0,0,0.248,0.341,0,0,0,0,0,0,0,0,0.553,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,1.072,0.585,0,0,0,0,0,0,0,0,0,0,0,0.38,2.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0,2.168,1.053,0,0,0,0,0,0,3
0,0,0,0,0,0,0.607,0,0.853,0,0,0,0,0,0,0,0,0,0.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,1.258,0,0,0,0.908,0,0,0.889,0,0,0,0,0,0,0,0,0,0,0,0.865,0,1.289,0,0,0,0,0,0,0.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,1.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,1.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0,0,0,0,1.72,1.184,0,0.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0.298,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,0,0,0,0,0,1.845,0,0,0,0,0,2.203,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.378,0.417,0,0,0.556,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.578,0,0,0,0,0,0,0.748,0,0,0.696,0,0,0,0.357,0,0,0,0.303,0.6,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0,0.459,0,0,0,0,0,0,0,0,0.692,0.489,0.623,0,0,0,0,0,0,0.585,0.541,0,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176,0,0,0,0,0,0,0,0,0.963,0.414,0,0,0,0,1.296,0,0,0,0,0,0,0,0,0.548,0,0,0.231,0,0.308,0,0,0,0,0,0.766,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0.675,0,0,0,0.12,0,0,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369,1.212,0,1.033,1.861,0,0,0.655,0,0,0.541,0,0.354,0,0,0,0,1.021,0.946,0,0,0.472,0.476,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0.808,0.705,0,0,0,0,0,0.178,0.506,0,0.164,0.226,0,0,0,0.424,0.342,0,0,0,0,0.862,0,0,0,0,0.705,0,0,0,1.141,0,0,0,0,0,0,0.771,0,0.472,0,0,0.847,0.957,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.387,0,0,0,0,0,0,0.578,0,0,0,0,0.251,0,0,0,0,0,1.07,0,1.169,0,1.063,0.822,0.842,0,0,0,0,1.148,1.015,0,0.696,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0.597,0,0,0,0.601,0,0,0,0,0,0,0.462,0,0,0,0.62,0,0,0,0,0,0,0.804,0,0,0.748,0,0,0,0.383,0,0,0,0.325,0.645,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.493,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0.581,0,0,0.585,0,0,0,0,0,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034,0.445,0,0,0,0,1.392,0,0,0,0,0,0,0,0,0.589,0,0,0.248,0,0.331,0,0,0,0,0,0.823,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016,0.726,0,0,0,0.128,0,0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,1.302,0,1.109,1.999,0,0,0.704,0,0,0.581,0,0.38,0,0,0,0,1.096,1.016,0,0,0.507,0.511,0,0,0,0,0,0,0,0,0.833,0,0,0,0,0,0.868,0.757,0,0,0,0,0,0.192,0.544,0,0.176,0.242,0,0,0,0.455,0.368,0,0,0,0,0.926,0,0,0,0,0.757,0,0,0,1.226,0,0,0,0,0,0,0.828,0,0.507,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0.62,0,0,0,0,0.27,0,0,0,0,1.034,1.149,0,1.256,0,1.142,0.884,0.904,0,0,0,0,1.233,1.09,0,0.748,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0.637,0,0,0,0,0,0,0,0,0,0,0.493,0,0,0,0.662,0,0,0,0,0,0,0.858,0,0,0.798,0,0,0,0.409,0,0,0,0.347,0.688,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0.714,0,0,0,0,0,0,0,0.62,0,0,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0,0.264,0,0.353,0,0,0,0,0,0.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,0,0.137,0,0,0.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,1.389,0,1.183,2.132,0,0,0.751,0,0,0.62,0,0.406,0,0,0,0,1.17,1.084,0,0,0.541,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926,0.808,0,0,0,0,0,0.204,0.58,0,0.188,0,0,0,0,0.486,0.392,0,0,0,0,0.988,0,0,0,0,0.808,0,0,0,1.308,0,0,0,0,0,0,0.883,0,0.541,0,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,0,0,0.443,0,0,0,0,0,0,0.662,0.915,0,0,0,0.288,0,0,0,0,0,1.226,0,1.34,0,1.219,0.943,0.965,0,0,0,0,1.316,1.163,0,0.798,0,0,0,0,0,0,3
0,0,0,0.392,0,0,0,0,0.487,0,0,0,0,0,0,0,0,0,0.446,0,0,0,0.599,0.786,0,0,0,0,0,0.776,0,0,0.722,0,0,0,0.37,0,0,0,0.314,0.623,0,0,0,0,0,0,0.329,0,0,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0.718,0.507,0.647,0,0,0,0,0,0,0,0.562,0,0,0.565,0,0,1.257,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0.999,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569,0,0,0.239,0,0.32,0,0,0,0,0,0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0,0,0,0.124,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,1.257,0,1.072,1.931,0,0,0,0.536,0,0.562,0,0.367,0,0,0,0,1.059,0.982,0.675,0,0.49,0.494,0,0,0,0,0,0,0,0,0.805,0,0,0,0,0,0,0.731,0,0,0,0,0,0.185,0.525,0,0.17,0.234,0,0,0,0.44,0.355,0,0,0,0,0.894,0,0,0,0,0.731,0,0,0,1.184,0,0,0,0,0,0,0.8,0,0.49,0,0,0,0.993,0,0,0,0,0,0,0,0,0,0,0,0.456,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0,0,0,0.599,0,0,0,0,0.261,0,0,0,0,0,1.11,0,1.213,0,1.103,0,0.874,0,0,0,0,1.191,1.053,0,0.722,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0,0,0,0.607,0,0,0,0,0,0,0.786,0,0,0.731,0,0,0,0.375,0,0,0,0.318,0.63,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.482,0,0,0,0,0,0,0,0,0,0,0.655,0,0,0,0,0,0,0,0.568,0,0,0.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.011,0.435,0,0,0,0,1.361,0,0,0,0,0,0,0,0,0.576,0,0,0.242,0,0.324,0,0,0,0,0,0.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0.126,0,0,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,1.273,0,1.084,1.954,0,0,0,0,0,0.568,0,0.372,0,0,0,0,1.072,0.994,0,0,0.496,0.499,0,0,0,0,0,0,0.869,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.187,0.531,0,0.172,0.237,0,0,0,0.445,0.359,0,0,0,0,0.905,0,0,0,0,0.74,0,0,0,1.199,0,0,0,0,0,0,0.81,0,0.496,0,0,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0.406,0,0,0,0,0,0,0.607,0,0,0,0,0.264,0,0,0,0,0,1.123,0,1.228,0,0,0,0.884,0,0,0,0,1.206,1.066,0,0.731,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0,0.627,0,0,0,0,0,0,0.813,0,0,0.756,0,0,0,0.388,0,0,0,0.329,0.652,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0.499,0,0,0,0,0,0,0,0,0,0,0.677,0,0,0,0,0,0,0,0.588,0,0,0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046,0.45,0,0,0,0,1.408,0,0,0,0,0,0,0,0,0.596,0,0,0.251,0,0.335,0,0,0,0,0,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734,0,0,0,0.13,0,0,0.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,1.317,0,1.122,2.022,0,0,0,0,0,0.588,0,0.385,0,0,0,0,1.109,1.028,0,0,0.513,0.517,0,0,0,0,0,0,0.899,0,0,0,0,0,0,0,0,0.766,0,0,0,0,0,0.194,0.55,0,0.178,0.245,0,0,0,0.46,0.372,0,0,0,0,0.936,0,0,0,0,0.766,0,0,0,1.24,0,0,0,0,0,0,0.837,0,0.513,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0.627,0.868,0,0,0,0.273,0,0,0,0,0,1.162,0,1.27,0,0,0,0.915,0,0,0,0,1.247,1.102,0,0.756,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0.538,0,0,0,0,0,0,0.697,0,0,0.649,0,0,0,0.332,0,0,1.985,0.282,0.559,0,0,0,0,0,0,0.295,0,0,0,0,0,0,0,0.428,0,0,0,0,0,0,0,0,0,0,0.581,0,0,0,0,0,0,0,0.504,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985,0,0,0,0.897,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0,0,0.215,0,0.287,0,0,0,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0.629,0,0,0,0.111,0,0,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,1.129,0,0.962,1.734,0,0,0,0,0,0.504,0,0.33,0,0,0,0,0.951,0.882,0,0,0.44,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,0,0.832,0,1.31,0,0.166,0.472,0,0.153,0.21,0,0,0,0.395,0.319,0,0,0,0,0.803,0,0,0,0,0.657,0,0,0,1.063,0,0,0,0,0,0,0.718,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0.538,0,0,0,0,0.234,0,0,0,0,0,0.997,0,1.089,0,0.991,0,0.784,0,0,0,0,1.07,0.945,0,0.649,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0.547,0,0,0,0,0,1.805,0,0,0,0,0.424,0,0,0,0.569,0,0,0,0,0,0,0.737,0,0,0.686,0,0,0,0.352,0,0,0,0.298,0.591,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0.452,0,0,0,0,0,0,0,0,0,0,0.614,0,0,0,0,0,0,0,0.533,0,0,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,0,0,0,0,1.041,0,0,0,0.948,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.227,0,0.304,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,0.665,0,0,0,0.118,0,0,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,1.194,0,1.017,1.833,0,0,0.645,0,0,0.533,0,0.349,0,0,0,0,1.005,0.932,0,0,0.465,0.469,0,0,0,0,0,0,0,0,0,0.562,0,0,0,0,0.796,0.694,0,0,0,1.385,0,0.176,0.499,0,0.161,0.222,0,0,0,0.417,0.337,0,0,0,0,0.849,0,0,0,0,0.694,0,0,0,1.124,0,0,0,0,0,0,0.759,0,0.465,0,0,0.834,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0.724,0,0,0,0.381,0,0,0,0,0,0,0.569,0,0,0,0,0.248,0,0,0,0,0,1.054,0,1.152,1.131,1.048,0.81,0.829,0,1.124,0,0,1.131,1,0,0.686,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0,0.667,1.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,1.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0.763,0,0,0,0,0,0,0,0,0,0,1.135,0,0,0,0,0,0,0,1.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0,0,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
